,passed_class,hours_spent_studying_daily,cluster
245,0,3.9198439967257905,46
246,1,2.107376490651361,56
247,1,0.35588865479152687,4
248,0,9.939248805284475,69
249,0,9.173756650060062,7
250,0,4.348630296116583,48
251,0,8.025719961537048,27
252,0,-1.4529112322454323,9
253,1,0.5452264206441368,53
254,1,4.658042985483472,14
255,1,4.212825441313189,49
256,1,-0.32882278486522587,72
257,1,3.6173366582183943,99
258,0,7.783567686551578,26
259,0,8.780447659364219,29
260,1,1.9117510949499745,67
261,0,2.4334725232631653,51
262,0,8.778657631659225,59
263,0,3.3385294618323127,49
264,0,9.383483738639136,11
265,0,-1.4541453707659753,12
266,1,7.956725600016351,91
267,1,0.9087186151016118,62
268,0,1.6543317773796091,77
269,1,0.03195655072148207,53
270,1,4.13586523447963,57
271,0,2.83998448345808,0
272,1,1.9148721987914632,40
273,0,3.668463945331984,17
274,1,1.5554656393326736,40
275,0,8.12014715375964,13
276,0,8.217559363822765,31
277,0,6.434413906762405,81
278,1,5.626334660713338,92
279,0,4.469273060741868,99
280,1,3.704330294445354,85
281,0,1.1950337756642901,98
282,1,2.8503404421962975,3
283,1,5.582945397815639,5
284,1,3.3065094758620965,57
285,0,4.8372710460394766,73
286,1,1.276309777460562,90
287,1,8.620682873119192,27
288,1,2.4706927156528344,32
289,1,3.717716979492024,1
290,0,1.1756668939216917,60
291,0,4.204033714914472,71
292,1,4.185867262797193,62
293,0,7.767623781013553,22
294,0,0.5125867682275658,67
295,0,1.306985713478497,25
296,0,6.525261341206977,36
297,1,3.293753882753629,92
298,0,4.31269939399827,39
299,1,6.626639249450247,52
300,0,2.4661689953722954,76
301,1,3.324310576002922,95
302,1,-0.2780660138020884,53
303,0,5.498099057405318,5
304,0,1.6321633081194997,50
305,1,7.944991085979923,28
306,0,8.720439274691788,79
307,1,4.17522694069403,62
308,0,9.783209067430441,41
309,1,8.014381994684248,81
310,0,1.6395774050313836,57
311,1,3.320600450022295,2
312,1,7.8748008487607475,34
313,0,2.605030180060747,24
314,1,10.150394678788864,28
315,1,3.9652555687026054,63
316,1,10.58249497648638,41
317,1,0.5319029281452252,98
318,1,8.909880586870779,47
319,0,2.213414672545228,38
320,1,6.043449457050478,15
321,0,2.3256359095367802,24
322,1,6.800794118060018,26
323,0,0.598066222079646,65
324,0,10.417967943401822,7
325,0,3.3800336039566425,38
326,0,3.752974664206944,82
327,0,4.299873505464073,22
328,0,9.136263271664843,70
329,0,7.492590247102806,52
330,1,3.105820643410804,38
331,0,1.5413804214287294,80
332,0,9.344243802608295,69
333,1,4.98141746892252,36
334,1,4.441967956885185,86
335,0,7.129996906446453,81
336,0,2.3073887051390862,56
337,1,7.775796963375597,47
338,0,2.71053133480378,58
339,0,6.382787897417212,48
340,1,1.647052360934306,45
341,1,9.562237433920222,29
342,0,5.975931829660269,88
343,0,9.877235031594775,27
344,1,1.4671224645830687,54
345,0,6.00611581326071,96
346,1,8.23995706655137,33
347,1,7.504831036127924,28
348,1,1.9735000691668758,85
349,0,9.250926461154359,28
350,0,6.456547361499107,91
351,0,1.7938332785228996,12
352,1,2.4888130256981618,60
353,0,2.59040938261141,85
354,1,0.22955185929288596,53
355,0,0.6556339379716989,37
356,0,8.121561544660976,13
357,1,2.677659399934999,23
358,0,0.8990038921609536,68
359,1,1.0190973410490427,30
360,1,-0.21626262447145317,54
361,1,1.173958479952811,93
362,0,2.0986476286992404,46
363,0,5.384391383154432,15
364,1,-0.2861102864008622,76
365,1,8.329403560005092,69
366,1,3.786472856530416,1
367,1,5.282613361912153,42
368,1,4.1418343484428375,66
369,0,6.8138401683729946,33
370,0,9.325846527989546,41
371,0,8.388496045552772,88
372,0,1.4097266368153787,3
373,1,3.596625523654193,46
374,0,9.710933783537653,41
375,0,0.714319157744179,37
376,1,0.5289262444523462,9
377,1,4.343413681975687,83
378,1,1.41351834784131,80
379,1,0.7087236212624298,43
380,0,4.212768336857032,86
381,1,4.119788550004536,68
382,0,6.948372876834303,91
383,0,2.863891714914394,54
384,1,2.0599545957754115,24
385,1,2.9239872227923187,57
386,1,8.900297572231459,41
387,1,3.20588819784139,38
388,1,2.2491968152372337,0
389,0,1.3081658521724118,4
390,0,3.265047477752492,2
391,1,7.636367706413281,28
392,0,10.632928383132825,11
393,1,3.8821554300782046,61
394,1,7.430029097347492,28
395,1,6.8592680578496275,79
396,0,8.108810361474347,36
397,0,2.8819904472230373,94
398,0,2.0236363283085437,61
399,1,5.782431584967915,17
400,0,3.909232507046028,15
401,0,8.732695670478941,11
402,0,6.724129939802479,18
403,0,1.222524132578895,43
404,0,5.76258623032139,36
405,1,2.8450918181730085,77
406,0,4.528879159096141,32
407,1,0.21220887976298874,10
408,0,6.44505181074998,14
409,0,-1.5620556092351006,16
410,0,7.197069990261315,81
411,1,3.4527575772842596,94
412,1,0.911920554155992,30
413,0,4.2146372984340434,95
414,1,7.440762592696425,52
415,1,7.310260374838849,34
416,0,3.1981407971351103,85
417,1,-0.5921730716536339,8
418,0,6.728370815953263,79
419,1,2.0891387912053143,90
420,0,3.827706077317078,84
421,1,6.350417397691229,96
422,1,8.12528492576022,88
423,0,2.1849673349135625,80
424,1,5.887837999682181,66
425,1,1.6846452192086738,2
426,1,0.8877941248189255,75
427,1,0.8804195188362489,21
428,1,-0.17920908042656902,16
429,0,11.109513106311802,41
430,1,10.789421497429208,70
431,0,1.0759642823516185,51
432,1,1.15787912599222,93
433,1,0.749365215462832,87
434,1,0.6465710792374193,12
435,1,5.967230734541675,71
436,0,6.998937035841587,79
437,1,8.992729666703609,79
438,0,9.425821346333837,70
439,1,-0.19384924112923652,19
440,0,7.8707700351970225,55
441,1,4.376851205079539,71
442,0,6.777047524472827,7
443,1,4.140315458704968,71
444,0,-0.3047543753029036,30
445,1,0.4925799486362119,85
446,0,6.2138502837522775,77
447,1,0.23399030888087347,35
448,1,0.24737897641831919,76
449,1,-0.8069753168133562,90
450,1,4.846557460365595,94
451,1,2.1677684043919996,46
452,0,6.95589634473615,36
453,1,8.532098061031673,91
454,0,0.7757357841665646,4
455,0,0.9072425714050982,51
456,1,8.117760389854114,18
457,0,3.9337954527767893,77
458,0,3.5865689217389587,1
459,1,1.546491330817949,67
460,0,5.938786175889525,31
461,0,5.407436333569494,62
462,0,2.429555645767065,85
463,0,10.399015416414096,29
464,1,0.22510290363311702,87
465,1,0.5259412825823435,45
466,0,11.26875341146723,6
467,0,6.871466153111139,55
468,1,6.181184640201198,73
469,1,-0.6097564382285294,10
470,1,6.975100363390094,86
471,1,0.30842940674982433,25
472,0,1.8496400182147201,62
473,0,0.7197334331535808,50
474,0,8.085540844424207,91
475,1,2.7896499647487123,1
476,0,3.16139433311138,71
477,1,6.535910326795553,34
478,0,8.723000853617263,29
479,1,0.7702047274289356,60
480,0,3.399273956154265,23
481,0,1.786373746492924,60
482,1,3.082532133088502,2
483,1,2.6483683976713785,57
484,1,2.22212532494036,54
485,1,0.9234371308118642,60
486,1,9.999595194395134,70
487,0,3.8725764790582278,2
488,1,4.531278037040304,74
489,0,-1.70773376493043,30
490,1,9.765730882662234,70
491,0,2.2489879043870755,65
492,1,4.079981006450999,68
493,0,1.8723424260942483,4
494,1,4.230147419422323,5
495,1,3.318621636480785,68
496,1,2.2145370656453918,80
497,0,3.3184519435094084,56
498,0,7.7427251309262815,91
499,1,7.134340994947685,89
500,0,10.453763003696103,27
501,1,5.143720524167456,15
502,0,8.117665859644916,81
503,1,3.4393209794972797,23
504,1,4.897392389275452,14
505,0,5.739877453583815,62
506,1,4.263762902660943,92
507,1,4.815292587735263,61
508,0,6.564425042373882,52
509,1,6.396941186193733,44
510,0,3.4097593455426254,77
511,1,3.981011279201547,72
512,0,3.9419906602988295,83
513,0,9.092372033985214,91
514,0,1.8483740439812233,25
515,1,1.4332696664287912,51
516,0,0.4923893030915551,16
517,1,2.7541674184929112,63
518,0,6.013646538589037,22
519,0,8.737756025772784,79
520,1,4.469626543633037,82
521,0,1.944121757134453,46
522,0,7.2938439677811235,33
523,0,3.025387667437351,0
524,0,-0.5087056142415871,43
525,1,7.296874373056179,13
526,1,2.792862436211041,77
527,0,2.0110210348078623,85
528,0,1.9209077939106798,93
529,1,3.6202941621752704,46
530,0,2.37415777905433,83
531,1,4.188526540634841,57
532,1,2.068699064091202,80
533,0,4.620406898266564,94
534,0,10.573802696476307,70
535,1,10.69251903226943,11
536,0,3.316008520263997,48
537,1,4.890272101574616,74
538,0,1.4374526056724146,62
539,1,5.838803420536951,22
540,0,1.9699805738162879,3
541,0,8.23997920493031,79
542,1,0.9093486354287196,58
543,1,-1.0828761158317182,10
544,1,5.580949530235967,62
545,0,3.1130314814898146,84
546,1,0.1853431312864695,51
547,1,2.5657984889595737,21
548,0,8.192576941561429,89
549,0,9.784088346785158,6
550,1,-0.2513147573479464,16
551,1,0.02634003685544406,90
552,0,3.7605707967962947,48
553,0,0.44852506705351297,65
554,0,3.000214912944692,39
555,1,5.773126451144261,74
556,0,9.72182841669893,59
557,0,3.545199134895311,56
558,1,4.093443438637038,74
559,0,8.670294652532274,96
560,0,9.995753530652069,6
561,0,8.263376908278078,28
562,0,4.058578666689055,92
563,0,3.385977314664517,38
564,1,9.507523512396714,41
565,1,2.628959892302966,51
566,1,1.9968557048228055,40
567,1,9.092135963082479,29
568,0,4.319103405395512,94
569,0,3.895376492537303,48
570,0,2.4380586654520213,61
571,1,2.9534316988614893,63
572,0,10.470373351458843,27
573,0,0.8650517436708789,10
574,1,2.5068520477304475,99
575,1,0.07568378268552997,9
576,1,1.117875760532408,10
577,0,7.77986748620811,91
578,1,3.406246376967642,57
579,0,1.4330600539309535,16
580,0,9.200467531090585,6
581,1,4.477383963525865,49
582,1,4.670422774191339,73
583,0,1.2405745705544973,43
584,1,4.9922468912518685,77
585,1,10.622956463445458,59
586,0,2.531795368377872,68
587,1,-0.19467751392738575,65
588,1,4.0772860147807455,2
589,1,7.441914832285463,91
590,1,10.778669680153069,69
591,1,-0.9831155688321782,67
592,1,8.21076995039183,47
593,0,6.5485408965999685,33
594,0,1.2498291639736543,87
595,0,2.465644833773806,63
596,0,3.9920311835976694,2
597,1,2.4861520011159293,23
598,0,7.837849038450906,18
599,1,0.5295939105644423,19
600,0,8.827171262709465,91
601,0,-0.21046827424835446,53
602,0,0.7580012186714786,35
603,1,2.4204491772126357,61
604,0,0.8720048234579529,84
605,1,8.253530249131078,52
606,1,4.307769423449545,0
607,0,0.6668411383426732,75
608,1,4.154086607392208,15
609,0,6.496333311184424,52
610,1,1.3813057412214462,35
611,1,10.329775848808392,69
612,1,8.080758936014874,13
613,1,8.133631384164932,81
614,0,0.13924575244077342,54
615,1,3.2452356560285622,84
616,1,5.404642276947826,14
617,1,8.168055388958818,31
618,1,3.6593893161983457,21
619,1,4.382639139006317,44
620,0,5.730662071933015,22
621,1,1.4220091463058149,65
622,1,0.32237675384316133,30
623,0,1.6412559096087573,3
624,1,6.505918528609672,44
625,1,2.904224217053855,1
626,1,2.769830344992426,32
627,1,6.2327474386982455,34
628,1,5.375937368674828,0
629,1,0.6631376987137235,3
630,1,-0.24614402496458399,10
631,0,-0.19318881261959958,9
632,0,7.238842345214833,20
633,0,0.8483077873349203,90
634,0,3.195470526815317,0
635,0,6.687130736058914,52
636,0,6.723790751631413,14
637,1,1.341857581992292,58
638,0,5.320804660866864,14
639,0,8.063177243009495,52
640,1,0.17969616864319027,19
641,1,8.741133556537841,59
642,0,-0.8625725827699755,9
643,1,3.626128655685853,38
644,1,7.620632693607256,47
645,0,8.424858044919803,78
646,0,2.7388531040370285,57
647,1,7.322566295518541,78
648,1,6.147930100072274,44
649,0,0.4801972027476522,51
650,0,7.723007643052555,33
651,0,5.240394706984407,66
652,1,9.332794013160742,41
653,1,2.307774828709494,76
654,0,6.4679225345033124,42
655,0,9.598334708588544,13
656,1,9.308327746128723,59
657,0,4.303393772354183,14
658,1,3.2518447193577855,61
659,0,3.2317233149912568,82
660,0,0.7361057964342979,9
661,0,4.190585681601372,23
662,0,4.802726041798113,48
663,1,4.645586654564604,63
664,0,3.4306743184001816,38
665,1,0.9942742091508607,54
666,0,4.904026756303107,64
667,1,2.633040398222752,40
668,1,0.7860044607376837,10
669,1,1.9700976952690716,51
670,0,6.251627162336523,31
671,0,7.006065987352268,89
672,1,8.439350286303748,28
673,0,2.8801586866438,32
674,1,4.112978964602144,83
675,0,0.9465034409231666,75
676,0,0.8992370210854074,51
677,0,8.090497623568673,89
678,0,3.628196103950358,84
679,1,3.9151373309675335,24
680,1,1.984260006111461,3
681,1,8.961067437535128,59
682,1,7.713781123108818,89
683,1,4.4786869000100324,39
684,1,6.082929578023235,88
685,1,5.557552802663738,31
686,0,6.367702006298277,22
687,1,8.914178363986265,11
688,0,1.9888579283438401,84
689,0,7.004648103574784,34
690,1,3.69179549171581,40
691,1,3.307444043080748,63
692,0,6.306150969121449,33
693,0,4.361939250388618,83
694,0,5.424395303798092,32
695,1,9.318594706735176,70
696,0,5.179437206065122,77
697,0,0.44805726763447,16
698,0,4.195316782582837,64
699,0,9.811909133296115,69
700,1,1.3969547718364785,93
701,0,-1.7691832009873092,35
702,1,0.2859691797782119,53
703,1,-1.6164444436256145,10
704,0,7.7748501658531675,47
705,1,1.8023338740018628,67
706,0,4.529888143410966,73
707,0,10.059402012437808,59
708,1,-0.4514460734022143,4
709,1,7.758451096549318,81
710,1,1.1967124290326305,45
711,1,6.723234451534299,36
712,1,1.397493630044515,8
713,1,9.258703727518387,7
714,0,2.7882355162941623,68
715,0,3.943716822652017,49
716,1,7.807700812112438,96
717,1,4.3717277297396455,97
718,1,7.902339088266551,33
719,1,3.247340510297415,24
720,1,8.516294986985919,11
721,1,6.349148853235457,32
722,1,5.8987996624057635,42
723,0,9.338292118840897,47
724,1,2.8695089524271236,93
725,0,1.2634545566283966,37
726,1,8.66247970707665,27
727,0,8.497177734410297,91
728,1,10.352146193565696,27
729,0,9.22896320729161,7
730,0,-1.594143584965888,8
731,0,5.665964550495533,15
732,0,3.3743293118808664,2
733,0,7.221347417489609,6
734,1,4.7837989190928,71
735,0,2.462262470753833,46
736,1,1.1121152496768647,50
737,1,0.8188906046078941,87
738,0,7.173798233727702,20
739,1,6.635896033884234,36
740,0,3.2948464679914715,64
741,1,4.707914568564663,49
742,0,4.10378927602206,63
743,1,5.012180444896126,0
744,1,10.175365555763154,69
745,0,2.3323169462861206,86
746,1,6.832193560960368,18
747,1,2.368002164723134,84
748,0,2.9480728968129757,38
749,0,4.938097347465808,66
750,1,5.297468464220099,44
751,0,5.9024197634382825,71
752,0,0.46988669853736154,45
753,1,9.475452764737481,59
754,1,0.38010846571257595,16
755,1,2.453882364061417,58
756,0,-0.4855284455817064,67
757,0,9.232989741706465,79
758,0,4.496601573625024,68
759,1,7.931725836185191,52
760,1,1.4641400472412807,98
761,1,4.518986291517235,95
762,1,-0.0717146402029396,35
763,1,2.758661586779868,72
764,0,7.475658695661101,78
765,1,5.25541215601187,86
766,0,1.4674133651707573,72
767,1,8.732178876474356,78
768,0,2.4418284764994835,77
769,0,0.45603468251638263,16
770,1,4.744747081847884,94
771,1,3.0356724780175446,3
772,0,6.329401081193628,42
773,0,7.580866152187018,18
774,1,0.17050415864837443,50
775,0,0.3916738735171761,30
776,1,-0.2709828356177866,90
777,1,0.43360747426505164,54
778,0,4.281696055977325,64
779,0,7.611609724934552,26
780,1,6.390616322588367,81
781,1,2.835425663917745,82
782,1,1.5525542107356032,87
783,1,2.935164547679012,32
784,1,3.3913618945743216,85
785,1,4.583587237709057,86
786,1,10.877711418784703,6
787,1,9.00418065858321,6
788,1,0.7078948221951793,67
789,0,7.976122419812931,91
790,0,10.785228242019606,6
791,1,-0.14803171495188638,65
792,0,2.1583122693383276,85
793,1,1.9212408448458294,40
794,1,2.4497165047824945,40
795,1,10.068579733118277,13
796,1,5.608841505903635,15
797,1,6.646617334747368,15
798,1,4.329891439108924,5
799,0,5.570310207724279,42
800,1,3.991389360036177,32
801,0,8.626375973992303,52
802,0,2.365679159859756,56
803,0,5.823817687751202,88
804,0,3.9371327627135866,63
805,1,7.332543382204276,52
806,1,1.7883883998770986,3
807,0,1.9023573431563012,4
808,1,1.6551524218223033,25
809,0,6.629096704478069,20
810,1,0.27156004006738976,65
811,0,3.480435369183193,62
812,0,9.790226066856745,79
813,1,4.792784745694997,73
814,1,7.419396012839606,36
815,1,1.3923455074857085,80
816,1,3.181662198000425,86
817,1,7.39005159300566,18
818,1,8.269351880693709,91
819,1,2.476568905336657,95
820,1,3.7781275561655447,32
821,0,-1.0222834080061272,35
822,1,6.630962447459113,26
823,1,3.3783180583980967,46
824,1,1.021948767999607,8
825,1,7.174301926505262,36
826,0,7.028375000694732,20
827,1,8.839526381655661,28
828,1,1.3119285356874175,3
829,0,0.8786725072980026,93
830,1,1.160596010250489,72
831,1,0.14542249361965354,80
832,1,8.800457304954959,29
833,1,0.7495708490385078,16
834,0,2.1275043467979433,80
835,1,6.375405664396314,15
836,1,5.2462177939713435,44
837,1,3.846249573902015,66
838,0,3.553693201361658,68
839,0,8.012518682006643,28
840,1,5.659087818161173,15
841,1,1.6810401393804333,12
842,1,2.7364783808451993,75
843,1,1.2898688751415337,90
844,0,8.399292827743755,47
845,1,0.7651838287581085,9
846,1,5.4038474128959555,92
847,1,10.294219130405537,6
848,1,9.00581174843072,78
849,0,0.7674124141059633,98
850,0,7.7465383317683605,96
851,1,5.077088963161831,31
852,1,4.041035651288064,77
853,1,0.30537875781472584,90
854,0,5.999628200325319,20
855,0,5.082439874381241,92
856,0,3.1602493687288886,80
857,0,6.3600915699678815,31
858,0,5.386096031129048,61
859,0,4.866348827848983,15
860,1,6.953504194694657,14
861,0,1.509660325032998,3
862,0,8.847906902093982,18
863,0,2.5093372426301452,21
864,1,3.641169417411313,49
865,1,-0.31867347854425254,9
866,1,1.3767711368927826,12
867,1,8.167762763513004,47
868,1,4.439660224023195,42
869,0,3.2045205899296247,92
870,1,-0.23128112339786466,76
871,1,-1.318558216878634,50
872,1,1.9171619359012595,19
873,0,6.792777002592573,81
874,0,5.786901107497203,31
875,0,6.8826707616928795,97
876,0,3.716319754051154,25
877,1,1.2040323141940543,12
878,0,1.751253493562809,48
879,1,1.7926659084277643,56
880,0,6.072081529048038,44
881,1,3.130640586861573,82
882,0,7.040468051746799,20
883,1,7.791580619947718,26
884,0,5.228708532157545,48
885,0,8.33862791291446,26
886,1,6.407521546596671,86
887,0,10.420724602572138,41
888,0,4.653767146920157,5
889,1,3.04739961004655,2
890,0,0.7980558481667811,76
891,0,7.190887378324597,47
892,0,5.473472456824461,31
893,0,2.524692677358229,68
894,1,6.0111557677718634,74
895,0,1.304528137743913,87
896,0,4.6976087173877925,94
897,1,4.741545746271852,1
898,0,9.43334132101976,13
899,1,4.074951266847023,77
900,1,4.390771491061847,64
901,1,8.689390826311167,69
902,1,2.825474253778916,72
903,1,5.091192734518538,64
904,1,8.60950757553218,27
905,1,2.7287611156652067,93
906,0,0.8672334788516308,10
907,0,1.8989293586114424,95
908,0,2.874774418038329,24
909,1,5.9611529309358025,55
910,0,1.3642566113517456,4
911,0,5.797846665582729,78
912,1,1.2958992409792152,93
913,0,8.541518898444988,89
914,0,0.8854031256622992,68
915,1,-0.49535120101479846,19
916,0,3.4917500543015842,99
917,0,9.328854243032696,79
918,1,3.599273147713638,49
919,0,1.9212342113342824,67
920,0,-1.3811032851447704,8
921,1,8.320938957977102,52
922,1,4.109344347883136,48
923,1,5.217081370793535,73
924,1,4.335123527870724,0
925,0,0.3073702875292944,67
926,1,7.6473867947890435,79
927,1,4.889876968724903,34
928,0,6.67041394383852,18
929,1,2.4538935379779865,99
930,0,1.7608880308848711,35
931,0,3.083758063303963,0
932,1,4.616962654356518,94
933,0,-1.0737155971190362,50
934,1,3.442647183182757,57
935,1,0.7982609117131095,19
936,1,2.287937381577752,68
937,1,3.773375329004696,72
938,1,9.613461453878987,70
939,0,9.32652697001672,26
940,1,2.0741822730214974,80
941,1,5.244499690207245,0
942,0,1.882743879566404,45
943,0,4.613187391147181,15
944,1,1.6351717793559717,30
945,1,5.4115719696071665,86
946,0,6.278514409259168,44
947,1,4.932392197813344,63
948,1,8.672741447879861,11
949,0,1.4300556045131332,65
950,0,8.214416233355735,52
951,0,0.41544683123380133,58
952,1,5.403213757047636,81
953,1,7.907706109864037,70
954,0,9.089929015844751,96
955,1,0.26541269506439735,3
956,0,3.7881558070559125,38
957,1,1.3155278860304802,21
958,0,6.5349708841163165,17
959,1,0.8889126167990271,98
960,0,2.5097395315281212,21
961,1,2.441670487498655,58
962,1,1.6957099250527867,21
963,0,4.489615976149146,63
964,1,5.551297730503511,86
965,0,3.9145073640508583,83
